id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
5488,1078,Mastercard,Debit,5.44665E+15,2022-12-01,473,YES,2,23244,2007-11-01,2007
4397,124,Visa,Debit,4.88604E+15,2023-04-01,841,YES,1,12639,2012-08-01,2012
4022,124,Mastercard,Debit,5.20811E+15,2021-12-01,143,YES,1,13482,2014-07-01,2014
3050,124,Mastercard,Debit,5.68305E+15,2024-03-01,924,YES,1,13022,2010-05-01,2010
2725,124,Mastercard,Debit,5.0244E+15,2020-02-01,575,NO,2,23999,2014-04-01,2014
2819,99,Visa,Debit,4.38851E+15,2020-01-01,52,YES,2,12837,2001-05-01,2013
3345,99,Mastercard,Debit,5.13399E+15,2012-07-01,12,YES,1,25177,2007-06-01,2012
2869,99,Visa,Credit,4.99987E+15,2006-01-01,258,YES,1,18800,2004-05-01,2011
2736,1722,Visa,Credit,4.01224E+15,2020-03-01,960,YES,2,3900,2014-04-01,2014
427,562,Discover,Credit,6.49156E+15,2023-02-01,834,YES,2,7200,2020-01-01,2020
3250,750,Mastercard,Debit,5.04005E+15,2024-12-01,731,YES,2,11749,2003-06-01,2015
4550,750,Mastercard,Debit (Prepaid),5.36168E+15,2021-01-01,225,YES,1,77,2004-09-01,2011
5251,1223,Visa,Debit,4.23981E+15,2011-11-01,564,YES,2,86262,2011-10-01,2011
1042,1223,Visa,Debit,4.54642E+15,2010-06-01,955,YES,1,92939,2004-02-01,2011
384,1223,Visa,Debit,4.02555E+15,2024-02-01,741,YES,2,64613,2019-01-01,2019
1828,1319,Visa,Debit,4.57633E+15,2020-02-01,8,YES,2,27305,2020-02-01,2020
4271,575,Visa,Debit,4.81668E+15,2023-01-01,757,YES,1,24546,2008-08-01,2010
369,575,Mastercard,Debit,5.31395E+15,2018-09-01,764,YES,1,25121,2018-01-01,2018
3663,575,Discover,Credit,6.73396E+15,2022-09-01,878,YES,1,17000,2001-07-01,2018
5278,575,Visa,Credit,4.50695E+15,2023-05-01,476,YES,2,6800,2013-10-01,2013
4360,575,Mastercard,Credit,5.8914E+15,2013-12-01,198,YES,2,15100,2011-08-01,2011
3842,428,Mastercard,Credit,5.47923E+15,2013-09-01,276,YES,1,14300,2008-07-01,2008
1351,428,Amex,Credit,3.40214E+14,2024-11-01,108,YES,2,8800,2015-02-01,2015
3126,828,Visa,Credit,4.07359E+15,2023-05-01,635,YES,2,4100,2012-05-01,2012
4235,828,Amex,Credit,3.5492E+14,2021-08-01,795,YES,1,9500,2008-08-01,2016
3767,828,Mastercard,Credit,5.56901E+15,2010-06-01,780,YES,1,8500,2006-07-01,2011
1829,1580,Visa,Debit,4.69969E+15,2023-05-01,5,NO,2,21741,2020-02-01,2020
1830,1580,Visa,Debit,4.74874E+15,2020-09-01,974,YES,1,1741,2020-02-01,2020
1558,1570,Mastercard,Debit (Prepaid),5.94198E+15,2021-04-01,756,YES,2,74,2020-02-01,2020
1831,1570,Visa,Credit,4.22497E+15,2024-02-01,389,NO,1,8700,2020-02-01,2020
534,1570,Mastercard,Debit (Prepaid),5.51503E+15,2024-03-01,311,YES,1,63,2020-01-01,2020
221,846,Amex,Credit,3.71625E+14,2022-10-01,297,YES,2,18400,2010-01-01,2015
2789,846,Visa,Credit,4.68203E+15,2022-12-01,219,YES,2,9700,2019-04-01,2019
3886,846,Mastercard,Credit,5.43715E+15,2022-01-01,853,YES,1,13800,2009-07-01,2017
3443,846,Visa,Credit,4.51807E+15,2020-06-01,429,YES,2,0,2009-06-01,2011
1244,666,Visa,Debit,4.4222E+15,2020-10-01,852,YES,2,22501,2010-02-01,2010
4838,335,Visa,Debit,4.68051E+15,2013-09-01,217,YES,2,25307,2012-09-01,2012
5131,335,Visa,Debit,4.4148E+15,2020-06-01,833,YES,1,23401,2008-10-01,2011
353,335,Mastercard,Debit,5.03938E+15,2020-07-01,830,YES,1,34385,2016-01-01,2016
5016,639,Visa,Debit,4.2016E+15,2023-01-01,380,YES,2,15485,2004-10-01,2010
129,639,Mastercard,Debit,5.90312E+15,2022-11-01,939,NO,3,14156,2007-01-01,2018
4877,639,Visa,Credit,4.43352E+15,2021-11-01,303,YES,2,12400,2014-09-01,2014
4833,639,Mastercard,Debit,5.65338E+15,2024-05-01,280,YES,2,14850,2012-09-01,2012
3673,386,Mastercard,Debit,5.63953E+15,2023-10-01,126,YES,1,25093,2002-07-01,2006
535,886,Mastercard,Debit,5.28395E+15,2020-01-01,201,NO,1,19991,2020-01-01,2020
536,297,Mastercard,Debit (Prepaid),5.87677E+15,2022-09-01,942,YES,2,29,2020-01-01,2020
1832,1860,Visa,Debit,4.78657E+15,2023-08-01,592,YES,2,28422,2020-02-01,2020
1833,1860,Visa,Credit,4.06121E+15,2020-02-01,148,YES,1,10100,2020-02-01,2020
4244,1860,Mastercard,Debit (Prepaid),5.56577E+15,2023-12-01,119,YES,2,40,2008-08-01,2018
211,581,Visa,Debit,4.56602E+15,2020-08-01,490,YES,1,12589,2009-01-01,2011
2320,581,Visa,Debit,4.99748E+15,2023-09-01,51,YES,2,11885,2013-03-01,2013
3691,581,Mastercard,Debit,5.5726E+15,2024-03-01,642,YES,1,18820,2003-07-01,2008
4615,1910,Visa,Debit,4.1012E+15,2020-06-01,810,YES,2,8562,2006-09-01,2008
5505,1910,Visa,Debit,4.15303E+15,2022-05-01,614,YES,1,5933,2007-11-01,2009
3242,1910,Visa,Debit (Prepaid),4.22717E+15,2024-10-01,319,YES,2,33,2002-06-01,2018
3288,1910,Mastercard,Debit,5.46578E+15,2021-08-01,490,YES,1,10764,2005-06-01,2007
1559,731,Mastercard,Credit,5.44835E+15,2020-06-01,592,YES,1,8900,2020-02-01,2020
5659,731,Visa,Debit,4.77819E+15,2024-01-01,74,YES,2,6781,2011-11-01,2011
802,731,Visa,Debit,4.51457E+15,2020-01-01,377,YES,2,12116,2020-01-01,2020
1111,21,Mastercard,Debit,5.96211E+15,2021-08-01,615,YES,2,21131,2007-02-01,2007
2745,21,Mastercard,Debit,5.97748E+15,2015-06-01,815,YES,2,13383,2015-04-01,2015
4769,21,Mastercard,Debit (Prepaid),5.49156E+15,2023-05-01,226,YES,1,58,2010-09-01,2010
5777,273,Discover,Credit,6.37533E+15,2021-02-01,523,YES,2,14600,2002-12-01,2008
397,63,Amex,Credit,3.56227E+14,2020-01-01,792,NO,1,6600,2020-01-01,2020
2805,63,Visa,Debit,4.12893E+15,2020-06-01,827,YES,1,23806,1999-05-01,2008
60,63,Visa,Debit,4.84037E+15,2022-11-01,357,YES,2,17082,2004-01-01,2011
5489,63,Mastercard,Debit,5.57347E+15,2024-09-01,258,YES,1,16422,2007-11-01,2011
4632,63,Mastercard,Debit,5.56643E+15,2024-04-01,6,YES,1,15353,2007-09-01,2011
4067,63,Mastercard,Debit (Prepaid),5.57019E+15,2024-07-01,610,YES,1,66,2018-07-01,2018
537,786,Mastercard,Debit,5.36034E+15,2024-07-01,985,YES,2,7221,2020-01-01,2020
1834,786,Visa,Debit,4.89218E+15,2022-07-01,846,YES,2,21032,2020-02-01,2020
538,1886,Mastercard,Credit,5.43774E+15,2022-09-01,676,YES,1,11900,2020-01-01,2020
803,1886,Visa,Debit,4.06451E+15,2020-02-01,861,YES,2,15328,2020-01-01,2020
270,103,Mastercard,Debit,5.59305E+15,2020-02-01,697,YES,1,15023,2011-01-01,2011
5113,103,Mastercard,Credit,5.02747E+15,2023-03-01,841,YES,2,8500,2008-10-01,2008
3930,103,Mastercard,Debit,5.26016E+15,2014-12-01,234,YES,2,17667,2010-07-01,2011
110,103,Visa,Debit,4.89125E+15,2023-04-01,860,YES,2,20549,2006-01-01,2007
967,103,Mastercard,Debit,5.99854E+15,2009-11-01,863,YES,1,1738,1999-02-01,2007
5681,1193,Visa,Debit,4.93338E+15,2020-11-01,961,YES,1,34013,2012-11-01,2012
4023,1193,Mastercard,Debit,5.89619E+15,2022-12-01,194,YES,1,38290,2014-07-01,2014
5962,1193,Mastercard,Debit,5.42924E+15,2018-12-01,151,YES,1,17718,2009-12-01,2010
4533,1193,Mastercard,Debit,5.48537E+15,2020-01-01,442,NO,1,25878,2003-09-01,2009
2963,1193,Mastercard,Debit,5.77111E+15,2013-03-01,600,YES,1,22858,2008-05-01,2010
5881,585,Mastercard,Debit,5.03557E+15,2024-09-01,348,NO,1,19913,2007-12-01,2010
1560,1532,Mastercard,Debit,5.14672E+15,2022-06-01,597,YES,1,18648,2020-02-01,2020
3215,1958,Mastercard,Debit,5.62289E+15,2023-01-01,818,YES,1,9676,2000-06-01,2009
3680,1958,Visa,Credit,4.09065E+15,2024-07-01,347,YES,2,4900,2002-07-01,2004
1283,1958,Visa,Debit (Prepaid),4.01549E+15,2023-04-01,455,YES,1,62,2011-02-01,2011
3578,1958,Mastercard,Debit,5.33137E+15,2020-08-01,392,YES,1,17957,2014-06-01,2014
3843,1958,Mastercard,Credit,5.12016E+15,2023-10-01,69,YES,2,13100,2008-07-01,2008
4594,744,Discover,Credit,6.90747E+15,2021-01-01,78,YES,1,10700,2006-09-01,2017
5720,744,Amex,Credit,3.97876E+14,2022-04-01,283,YES,1,14400,2016-11-01,2016
4571,744,Amex,Credit,3.20875E+14,2021-08-01,637,YES,1,20400,2005-09-01,2016
4158,744,Mastercard,Debit,5.21612E+15,2024-12-01,938,YES,2,1816,2005-08-01,2009
2849,744,Amex,Credit,3.88895E+14,2009-11-01,475,YES,2,2200,2004-05-01,2008
4140,1836,Visa,Credit,4.47721E+15,2020-01-01,510,YES,2,4600,2004-08-01,2011
2450,477,Visa,Debit (Prepaid),4.83243E+15,2022-12-01,771,YES,2,91,2003-04-01,2015
2692,477,Mastercard,Credit,5.57336E+15,2024-02-01,39,NO,2,14400,2012-04-01,2012
1064,477,Visa,Debit,4.99088E+15,2007-09-01,717,YES,1,18647,2005-02-01,2007
4168,477,Visa,Credit,4.2057E+15,2020-10-01,715,YES,1,18100,2005-08-01,2008
3419,477,Mastercard,Debit (Prepaid),5.45285E+15,2020-04-01,510,YES,2,35,2009-06-01,2009
1835,1713,Visa,Debit,4.798E+15,2023-04-01,439,YES,1,19079,2020-02-01,2020
804,1506,Visa,Debit,4.14617E+15,2020-02-01,127,YES,1,10686,2020-01-01,2020
1836,1506,Visa,Debit,4.17028E+15,2021-02-01,886,YES,2,30000,2020-02-01,2020
3706,357,Visa,Debit,4.90801E+15,2021-07-01,30,YES,1,41221,2003-07-01,2011
2085,357,Mastercard,Debit,5.56561E+15,2024-07-01,214,YES,1,29170,2005-03-01,2006
5481,357,Discover,Credit,6.19401E+15,2022-04-01,513,YES,3,19800,2007-11-01,2011
2832,357,Visa,Credit,4.22779E+15,2022-04-01,326,YES,2,14500,2002-05-01,2007
4883,535,Mastercard,Credit,5.44997E+15,2024-06-01,172,YES,2,12200,2015-09-01,2015
1085,778,Mastercard,Debit,5.72626E+15,2022-03-01,675,YES,2,1500,2006-02-01,2018
3228,778,Visa,Credit,4.36742E+15,2014-08-01,163,NO,1,13700,2001-06-01,2005
539,778,Mastercard,Debit,5.10336E+15,2023-09-01,3,YES,2,15895,2020-01-01,2020
1837,950,Visa,Credit,4.98933E+15,2020-04-01,250,YES,1,3000,2020-02-01,2020
2562,1080,Mastercard,Debit,5.65755E+15,2021-06-01,692,YES,1,1470,2008-04-01,2008
5844,1080,Visa,Credit,4.59097E+15,2023-12-01,836,YES,2,5500,2005-12-01,2010
1838,1197,Visa,Debit,4.32053E+15,2021-12-01,275,YES,2,4326,2020-02-01,2020
1839,1197,Visa,Credit,4.71335E+15,2023-05-01,290,YES,2,13600,2020-02-01,2020
540,1197,Mastercard,Debit,5.08349E+15,2022-01-01,232,YES,1,37002,2020-01-01,2020
4689,711,Visa,Debit,4.46002E+15,2020-01-01,704,YES,2,9562,2008-09-01,2011
3995,1731,Mastercard,Debit,5.87275E+15,2020-09-01,772,YES,1,18244,2012-07-01,2012
4888,1731,Visa,Debit (Prepaid),4.662E+15,2023-09-01,924,YES,2,81,2015-09-01,2015
34,1731,Amex,Credit,3.75954E+14,2022-12-01,888,YES,1,13700,2003-01-01,2017
5930,1731,Mastercard,Credit,5.22576E+15,2020-06-01,627,YES,1,6000,2008-12-01,2010
2797,1731,Mastercard,Debit,5.54335E+15,2024-11-01,275,YES,1,16409,1998-05-01,2008
4616,1731,Visa,Debit,4.6013E+15,2022-03-01,652,YES,2,15822,2006-09-01,2009
5810,451,Mastercard,Debit,5.23807E+15,2023-09-01,266,YES,2,1447,2004-12-01,2010
3768,451,Mastercard,Credit,5.18709E+15,2020-05-01,843,YES,3,6600,2006-07-01,2010
3786,1290,Visa,Credit,4.60308E+15,2009-10-01,377,YES,1,15700,2006-07-01,2011
3629,1290,Mastercard,Debit,5.58807E+15,2021-01-01,208,YES,2,26704,2018-06-01,2018
2530,1817,Mastercard,Debit,5.68658E+15,2024-12-01,666,YES,2,43033,2007-04-01,2013
1444,56,Discover,Credit,6.65855E+15,2024-02-01,578,YES,1,5800,2020-02-01,2020
805,56,Visa,Credit,4.60967E+15,2023-07-01,820,YES,1,6900,2020-01-01,2020
4949,1383,Mastercard,Debit,5.02729E+15,2022-02-01,118,YES,1,17432,2001-10-01,2014
3146,1915,Mastercard,Debit,5.93765E+15,2024-12-01,903,YES,1,34453,2014-05-01,2014
4116,1915,Mastercard,Credit,5.89251E+15,2023-04-01,771,YES,1,14800,2003-08-01,2018
5031,1915,Visa,Debit,4.75069E+15,2021-02-01,667,YES,1,2603,2005-10-01,2012
2113,1915,Mastercard,Debit,5.40985E+15,2023-10-01,832,YES,2,11568,2006-03-01,2008
3229,1882,Visa,Debit,4.84839E+15,2024-01-01,918,YES,1,35943,2001-06-01,2009
2672,1882,Discover,Credit,6.50437E+15,2019-01-01,580,YES,1,13600,2011-04-01,2011
5882,1882,Mastercard,Debit,5.96454E+15,2022-03-01,245,YES,2,8671,2007-12-01,2009
3556,1467,Visa,Debit,4.4799E+15,2024-12-01,411,YES,1,24498,2012-06-01,2012
5132,1791,Visa,Debit,4.27028E+15,2020-09-01,51,YES,1,21751,2008-10-01,2008
2215,1791,Mastercard,Debit,5.3248E+15,2022-11-01,746,YES,3,18021,2009-03-01,2009
4587,1791,Visa,Debit,4.51069E+15,2023-01-01,713,YES,2,7830,2005-09-01,2010
2142,447,Mastercard,Debit,5.34529E+15,2021-12-01,888,YES,2,17980,2007-03-01,2007
4617,447,Visa,Credit,4.65976E+15,2024-01-01,764,YES,2,9000,2006-09-01,2008
5405,447,Mastercard,Debit,5.35779E+15,2012-07-01,544,YES,1,16034,2004-11-01,2013
3692,447,Mastercard,Debit,5.62533E+15,2022-12-01,428,YES,2,323,2003-07-01,2009
3865,447,Visa,Debit,4.60747E+15,2021-06-01,388,YES,1,6611,2008-07-01,2008
4967,1640,Mastercard,Debit,5.59298E+15,2023-06-01,696,YES,1,14231,2002-10-01,2010
5171,1640,Visa,Credit,4.89742E+15,2019-01-01,363,YES,1,11400,2009-10-01,2009
1065,1640,Visa,Credit,4.53313E+15,2021-10-01,612,YES,2,5900,2005-02-01,2009
4795,636,Visa,Debit,4.71199E+15,2022-04-01,577,YES,1,3915,2010-09-01,2010
3420,636,Mastercard,Debit,5.89822E+15,2022-08-01,295,YES,2,8882,2009-06-01,2015
4361,636,Mastercard,Debit,5.67361E+15,2020-02-01,990,YES,1,1218,2011-08-01,2012
284,636,Visa,Debit,4.07149E+15,2020-07-01,498,YES,1,12057,2011-01-01,2018
4169,782,Visa,Debit,4.31042E+15,2023-01-01,18,YES,2,13435,2005-08-01,2008
3051,782,Mastercard,Debit,5.8631E+15,2024-03-01,62,NO,2,13055,2010-05-01,2010
2216,782,Mastercard,Debit (Prepaid),5.65952E+15,2020-10-01,634,YES,2,85,2009-03-01,2011
29,316,Visa,Credit,4.935E+15,2021-04-01,547,YES,3,1200,2002-01-01,2011
2038,316,Visa,Credit,4.33181E+15,2023-01-01,448,YES,2,10500,2002-03-01,2010
4125,316,Amex,Credit,3.83177E+14,2021-10-01,459,YES,2,9300,2004-08-01,2008
5857,316,Mastercard,Debit,5.6033E+15,2021-06-01,386,YES,1,14056,2006-12-01,2008
1211,1192,Mastercard,Debit,5.30341E+15,2023-10-01,305,YES,1,2001,2010-02-01,2018
541,787,Mastercard,Debit (Prepaid),5.53683E+15,2024-11-01,829,YES,1,80,2020-01-01,2020
1561,787,Mastercard,Credit,5.73614E+15,2020-02-01,332,YES,1,19500,2020-02-01,2020
1562,251,Mastercard,Debit,5.1797E+15,2022-01-01,41,YES,1,14797,2020-02-01,2020
806,251,Visa,Debit,4.26304E+15,2021-04-01,719,YES,1,14420,2020-01-01,2020
1563,1351,Mastercard,Credit,5.25034E+15,2020-02-01,728,YES,2,13600,2020-02-01,2020
3769,490,Mastercard,Debit,5.30237E+15,2024-09-01,368,YES,2,3013,2006-07-01,2006
5963,490,Mastercard,Debit,5.27721E+15,2024-05-01,589,YES,1,22304,2009-12-01,2010
176,490,Visa,Debit,4.65427E+15,2021-10-01,929,YES,3,30242,2008-01-01,2013
5133,490,Visa,Debit,4.04859E+15,2019-07-01,741,YES,1,12948,2008-10-01,2008
1564,1935,Mastercard,Debit,5.67733E+15,2020-10-01,768,YES,1,20695,2020-02-01,2020
542,1935,Mastercard,Debit,5.70816E+15,2020-01-01,148,YES,2,23716,2020-01-01,2020
1840,1935,Visa,Debit,4.1723E+15,2020-05-01,477,YES,1,17223,2020-02-01,2020
4601,387,Mastercard,Debit (Prepaid),5.95499E+15,2015-11-01,200,YES,2,49,2006-09-01,2010
3103,869,Visa,Debit,4.70541E+15,2022-04-01,542,YES,2,19792,2011-05-01,2011
3104,869,Visa,Debit (Prepaid),4.75161E+15,2024-09-01,600,YES,2,76,2011-05-01,2011
4405,869,Mastercard,Debit,5.17602E+15,2023-10-01,444,YES,1,19811,2013-08-01,2013
3517,869,Mastercard,Debit,5.73756E+15,2020-11-01,462,YES,2,17602,2011-06-01,2011
5490,869,Mastercard,Debit (Prepaid),5.70904E+15,2021-04-01,579,YES,1,96,2007-11-01,2011
1565,1865,Mastercard,Credit,5.57157E+15,2023-01-01,845,YES,2,36900,2020-02-01,2020
1841,268,Visa,Debit,4.77214E+15,2020-02-01,231,YES,2,14263,2020-02-01,2020
1566,268,Mastercard,Debit,5.45828E+15,2020-02-01,671,YES,2,3013,2020-02-01,2020
543,268,Mastercard,Debit,5.17184E+15,2023-12-01,998,YES,2,17789,2020-01-01,2020
6067,1124,Mastercard,Debit,5.12856E+15,2021-03-01,199,YES,1,7184,2012-12-01,2012
5437,1124,Visa,Debit (Prepaid),4.89118E+15,2022-05-01,936,YES,1,62,2005-11-01,2007
4130,1124,Mastercard,Credit,5.25281E+15,2023-03-01,635,YES,2,8300,2004-08-01,2018
1245,721,Visa,Credit,4.02441E+15,2022-04-01,865,YES,1,11900,2010-02-01,2014
3949,721,Visa,Credit,4.47256E+15,2018-12-01,194,NO,2,2000,2010-07-01,2010
4426,721,Mastercard,Debit,5.86995E+15,2023-09-01,672,YES,2,12827,2014-08-01,2014
2563,721,Mastercard,Credit,5.93327E+15,2010-09-01,730,YES,1,10800,2008-04-01,2012
3361,721,Visa,Debit,4.09336E+15,2021-06-01,202,YES,1,8400,2007-06-01,2008
4377,721,Visa,Credit,4.65043E+15,2011-10-01,741,YES,2,6700,2011-08-01,2011
158,813,Mastercard,Debit,5.18837E+15,2021-10-01,649,YES,2,13417,2008-01-01,2008
2587,152,Visa,Debit (Prepaid),4.74551E+15,2021-10-01,371,YES,2,60,2008-04-01,2009
2848,152,Visa,Credit,4.36194E+15,2021-03-01,649,YES,1,10300,2003-05-01,2016
1401,152,Amex,Credit,3.53042E+14,2021-06-01,896,YES,2,4900,2020-02-01,2020
4272,1896,Visa,Debit,4.77232E+15,2015-12-01,104,YES,2,9073,2008-08-01,2012
2944,1896,Visa,Debit,4.22297E+15,2023-07-01,816,YES,2,19635,2007-05-01,2018
1124,1896,Visa,Debit,4.74838E+15,2020-02-01,425,YES,1,21207,2007-02-01,2007
4974,1896,Visa,Credit,4.46836E+15,2023-12-01,955,YES,1,14000,2002-10-01,2008
4529,1896,Discover,Credit,6.77175E+15,2012-11-01,841,NO,1,14400,2003-09-01,2011
1567,1028,Mastercard,Debit (Prepaid),5.81149E+15,2020-06-01,355,YES,1,72,2020-02-01,2020
139,1028,Visa,Credit,4.83866E+15,2021-01-01,654,YES,1,24600,2007-01-01,2011
2878,1028,Mastercard,Debit,5.15462E+15,2022-05-01,7,YES,1,43289,2005-05-01,2017
2564,1028,Mastercard,Debit,5.24999E+15,2024-02-01,844,YES,2,16475,2008-04-01,2009
342,1028,Amex,Credit,3.55983E+14,2023-10-01,647,NO,2,14600,2015-01-01,2015
544,922,Mastercard,Debit (Prepaid),5.07047E+15,2020-01-01,783,YES,2,28,2020-01-01,2020
4770,549,Mastercard,Credit,5.04526E+15,2022-12-01,83,NO,1,12600,2010-09-01,2012
98,549,Mastercard,Debit,5.23142E+15,2017-01-01,865,YES,2,15416,2006-01-01,2014
4467,549,Amex,Credit,3.05359E+14,2020-02-01,712,YES,2,7100,2018-08-01,2018
2588,549,Visa,Credit,4.32109E+15,2023-05-01,450,YES,2,16200,2008-04-01,2013
5459,565,Mastercard,Debit,5.34551E+15,2020-02-01,181,YES,1,17689,2006-11-01,2006
1314,565,Mastercard,Debit,5.12254E+15,2020-11-01,15,NO,1,18090,2013-02-01,2013
4071,565,Visa,Debit,4.12565E+15,2024-09-01,385,NO,1,16080,2018-07-01,2018
3175,565,Mastercard,Debit,5.97122E+15,2024-08-01,849,NO,1,17599,2016-05-01,2016
5829,1980,Mastercard,Debit,5.95093E+15,2023-11-01,808,YES,2,12224,2005-12-01,2006
545,1494,Mastercard,Debit,5.54856E+15,2024-09-01,20,YES,1,8998,2020-01-01,2020
3579,1494,Mastercard,Debit,5.97584E+15,2024-09-01,596,YES,2,10726,2014-06-01,2014
1842,1494,Visa,Credit,4.00113E+15,2020-02-01,545,YES,1,6300,2020-02-01,2020
2340,1494,Discover,Credit,6.25666E+15,2020-01-01,723,YES,2,4400,2015-03-01,2015
5830,1809,Mastercard,Debit,5.98396E+15,2020-03-01,398,YES,2,18089,2005-12-01,2013
2114,1809,Mastercard,Debit,5.26746E+15,2020-04-01,482,YES,1,10683,2006-03-01,2009
4026,1809,Visa,Credit,4.99355E+15,2021-05-01,872,YES,1,14600,2014-07-01,2014
370,1809,Mastercard,Debit (Prepaid),5.65482E+15,2019-01-01,842,YES,1,94,2018-01-01,2018
1338,1809,Mastercard,Debit,5.39689E+15,2024-08-01,7,YES,1,27308,2014-02-01,2014
3866,1809,Visa,Credit,4.63891E+15,2022-01-01,730,YES,1,17900,2008-07-01,2008
2981,637,Visa,Debit,4.71037E+15,2022-12-01,979,YES,1,26410,2008-05-01,2011
3745,637,Visa,Credit,4.66865E+15,2011-10-01,262,YES,2,28600,2005-07-01,2011
2115,637,Mastercard,Debit,5.86164E+15,2019-10-01,253,YES,2,41057,2006-03-01,2010
3078,637,Visa,Debit,4.76999E+15,2012-08-01,572,YES,2,3864,2010-05-01,2015
1402,1770,Amex,Credit,3.60626E+14,2022-06-01,933,YES,1,8400,2020-02-01,2020
6054,1770,Visa,Debit,4.35743E+15,2022-05-01,368,YES,1,5024,2011-12-01,2012
1843,1770,Visa,Debit,4.02609E+15,2023-09-01,100,YES,2,10607,2020-02-01,2020
5264,1770,Visa,Credit,4.90848E+15,2017-12-01,597,YES,1,0,2012-10-01,2012
4427,527,Mastercard,Credit,5.04864E+15,2015-09-01,671,YES,2,10500,2014-08-01,2014
546,1139,Mastercard,Debit,5.98667E+15,2021-12-01,654,YES,2,19185,2020-01-01,2020
177,1459,Visa,Credit,4.38238E+15,2020-05-01,622,NO,2,7100,2008-01-01,2011
3147,1459,Mastercard,Credit,5.89099E+15,2014-08-01,901,YES,1,4000,2014-05-01,2014
3383,1459,Mastercard,Debit,5.19743E+15,2023-08-01,239,NO,2,12708,2008-06-01,2008
352,1544,Amex,Credit,3.9118E+14,2022-02-01,329,YES,2,4400,2016-01-01,2016
3137,1544,Visa,Debit,4.87518E+15,2020-01-01,251,YES,1,16017,2013-05-01,2013
547,1174,Mastercard,Debit,5.8602E+15,2024-08-01,281,YES,2,2066,2020-01-01,2020
6040,112,Mastercard,Debit,5.6407E+15,2020-05-01,931,YES,1,16320,2011-12-01,2011
4398,112,Visa,Debit,4.9928E+15,2023-12-01,569,YES,2,13060,2012-08-01,2012
1134,112,Amex,Credit,3.02014E+14,2022-03-01,649,YES,2,8900,2008-02-01,2015
4339,112,Visa,Debit,4.6301E+15,2021-06-01,412,YES,2,10517,2010-08-01,2014
3470,112,Mastercard,Debit,5.37428E+15,2024-12-01,56,NO,2,13245,2010-06-01,2012
5378,369,Mastercard,Debit (Prepaid),5.4468E+15,2023-01-01,445,YES,1,90,2002-11-01,2009
2779,369,Mastercard,Debit (Prepaid),5.15627E+15,2023-12-01,637,YES,1,72,2018-04-01,2018
2982,369,Visa,Debit,4.29495E+15,2013-04-01,826,YES,1,18280,2008-05-01,2011
2443,369,Mastercard,Credit,5.14632E+15,2021-11-01,990,NO,1,13600,2003-04-01,2012
2889,994,Visa,Debit,4.9929E+15,2021-05-01,759,YES,1,12778,2005-05-01,2010
4008,994,Mastercard,Debit,5.10531E+15,2021-07-01,820,YES,1,12917,2013-07-01,2013
50,994,Mastercard,Credit,5.31376E+15,2007-08-01,767,YES,2,6000,2004-01-01,2010
3243,994,Visa,Debit,4.70066E+15,2023-06-01,777,YES,2,8874,2002-06-01,2012
3904,994,Visa,Debit,4.58027E+15,2015-09-01,809,YES,2,4322,2009-07-01,2013
3734,994,Mastercard,Debit,5.48932E+15,2024-05-01,649,YES,1,9219,2005-07-01,2008
5367,994,Mastercard,Debit,5.46575E+15,2021-09-01,326,YES,1,6088,2001-11-01,2005
1403,1592,Amex,Credit,3.5752E+14,2022-01-01,371,YES,2,20800,2020-02-01,2020
1844,1592,Visa,Credit,4.34687E+15,2020-11-01,171,YES,2,12700,2020-02-01,2020
1845,1592,Visa,Debit (Prepaid),4.65635E+15,2020-02-01,733,YES,2,76,2020-02-01,2020
3346,1029,Mastercard,Debit,5.04403E+15,2012-04-01,274,YES,2,12760,2007-06-01,2009
5285,1029,Discover,Credit,6.30361E+15,2021-09-01,328,YES,1,3600,2014-10-01,2014
3471,1029,Mastercard,Debit,5.98692E+15,2023-09-01,114,NO,2,15894,2010-06-01,2010
1846,1680,Visa,Credit,4.04195E+15,2020-09-01,531,YES,2,11500,2020-02-01,2020
5325,1680,Visa,Debit,4.63255E+15,2023-08-01,330,YES,2,21439,2017-10-01,2017
5460,1052,Mastercard,Debit,5.00007E+15,2018-10-01,388,YES,1,32165,2006-11-01,2014
3651,1052,Mastercard,Debit,5.75009E+15,2024-09-01,433,YES,2,12346,1998-07-01,2006
3273,494,Mastercard,Credit,5.44564E+15,2021-10-01,265,YES,2,13500,2004-06-01,2014
2333,494,Visa,Credit,4.63319E+15,2023-07-01,779,YES,2,12700,2014-03-01,2014
1847,494,Visa,Debit,4.57808E+15,2024-01-01,45,YES,1,29335,2020-02-01,2020
2890,94,Visa,Debit,4.04484E+15,2023-07-01,113,YES,1,16962,2005-05-01,2010
3313,94,Mastercard,Debit,5.46892E+15,2007-05-01,571,YES,2,17007,2006-06-01,2009
3931,425,Mastercard,Debit,5.55136E+15,2021-02-01,192,YES,1,43673,2010-07-01,2011
6133,425,Mastercard,Debit,5.3099E+15,2020-02-01,972,YES,1,43973,2017-12-01,2017
4447,425,Mastercard,Debit,5.29305E+15,2018-05-01,166,YES,1,28069,2015-08-01,2015
5149,425,Mastercard,Debit,5.79585E+15,2023-11-01,426,YES,1,30366,2009-10-01,2009
